category,id,date,location,total_sale,nooflots,lot,title,descr,measures,empty,estimated,realized
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 35,A PAIR OF LATE LOUIS XV ORMOLU-MOUNTED MARBLE PEDESTALS,"CIRCA 1760-1765, THE ORMOLU POSSIBLY BY PIERRE GOUTHIERE","36¾ in. (94.5 cm.) high, 18¼ in. (46.5 cm.) wide, 18¼ in. (46.5 cm.) deep 	 (2)",,"estimate $30,000 - $50,000 ","price realized $245,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 36,A SET OF SEVENTEEN ROYAL WORCESTER PORCELAIN GILT CLARET-GROUND DINNER PLATES,"PUCE PRINTED MARK, 20TH CENTURY",10½ in. (26.7 cm.) diameter 	 (17),,"estimate $1,000 - $1,500 ","price realized $1,875"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 37,A ROYAL WORCESTER CRANBERRY PORCELAIN GROUND DESSERT SERVICE,"PUCE PRINTED MARK, 20TH CENTURY","8¼ in. (20.8 cm.) wide, the dessert plates 	 (45)",,"estimate $1,000 - $1,500 ","price realized $1,875"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 38,AN ASSEMBLED HEREND PORCELAIN SERVICE,"BLUE PRINTED MARK, 20TH CENTURY",The dinner plates 10¾ in. (27.3 cm.) diameter 	 (80),,"estimate $1,500 - $2,000 ","price realized $2,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 39,AN EXTENSIVE BOHEMIAN RED AND AMBER FLASHED CUT-GLASS TABLE SERVICE,20TH CENTURY,The goblets 6¼ in. (15.8 cm.) high 	 (63),,"estimate $1,500 - $2,000 ","price realized $1,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 40,A SET OF TWELVE MINTON PORCELAIN COBALT AND GILT GROUND CHARGERS,"PUCE PRINTED MARKS, 20TH CENTURY",10¾ in. (26 cm.) diameter 	 (12),,"estimate $1,000 - $1,500 ","price realized $2,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 41,A SET OF TWELVE ROYAL CROWN DERBY PORCELAIN COBALT AND GILT PLACE PLATES WITH...,"RED PRINTED MARKS, 20TH CENTURY",9¾ in. (24.8 cm.) diameter 	 (12),,"estimate $1,000 - $1,500 ","price realized $2,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 42,A MEISSEN PORCELAIN PART DINNER SERVICE IN THE 'BLUE ONION' PATTERN,"BLUE CROSSED SWORDS, 20TH CENTURY",The dinner plates 10 in. (25.4 cm.) diameter 	 (177),,"estimate $2,000 - $3,000 ","price realized $8,125"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 44,A PAIR OF CHINESE EXPORT TURQUOISE GROUND MANDARIN PALETTE VASES AND COVERS,CIRCA 1785,18 in. (45.8 cm.) high 	 (4),,"estimate $2,500 - $3,500 ","price realized $9,375"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 45,A PAIR OF ORMOLU-MOUNTED CHINESE PORCELAIN VASES,LATE 19TH/20TH CENTURY,18¼ in. (46.5 cm.) high ,,"estimate $3,000 - $5,000 ","price realized $7,500"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 46,A PAIR OF CHINESE YELLOW GROUND CANTON ENAMEL SHALLOW BOWLS,18TH/19TH CENTURY,10¼ in. (26.8 cm.) diameter 	 (2),,"estimate $1,500 - $2,000 ","price realized $2,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 47,A PAIR OF CHINESE BLUE AND WHITE DECORATED BOWLS,19TH/20TH CENTURY,9½ in. (24 cm.) diameter 	 (2),,"estimate $1,000 - $1,500 ","price realized $3,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 48,A PAIR OF CHINESE EXPORT FAMILLE ROSE PORCELAIN MODELS OF COCKRELS,20TH CENTURY,15 in. (38 cm.) high 	 (2),,"estimate $1,500 - $2,000 ","price realized $6,875"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 49,A CHINESE 'FAMILLE ROSE' ENAMELED GINGER JARS AND COVERS,19TH/20TH CENTURY,12 in. (30.5 cm.) high 	 (4),,"estimate $2,000 - $3,000 ","price realized $3,500"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 50,A LARGE CHINESE BLUE AND WHITE JAR AND COVER,MODERN,35 in. (88.8 cm.) high 	 (2),,"estimate $800 - $1,200 ","price realized $1,125"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 51,A ROYAL CROWN DERBY PORCELAIN DESSERT SERVICE IN THE 'GOLD AVES' PATTERN,"RED PRINTED MARK, 20TH CENTURY",The serving bowls 9½ in. (24 cm.) diameter 	 (116),,"estimate $1,000 - $1,500 ","price realized $10,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 52,"A SET OF THIRTY BACCARAT GLASS FINGER BOWLS AND UNDERPLATES, AND A CAVIAR...","EACH WITH ACID STAMP, 20TH CENTURY",The caviar server 7 in. (17.8 cm.) diameter 	 (62),,"estimate $2,000 - $3,000 ","price realized $4,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 53,A SUITE OF THIRTY-FOUR AMERICAN SILVER DESSERT CUPS AND BOWLS,"THE CUPS MARK OF TIFFANY & CO., NEW YORK, 1904-1907, DESIGNED BY PAULDING","The cups 5½ in. (14 cm.) high, the bowls 4¼ in. (10.8 cm.) diameter; 205 oz. (6,379 gr.) weighable silver	 (34)",,"estimate $4,000 - $6,000 ","price realized $21,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 54,A PAIR OF AMERICAN SILVER COMPOTES,"MARK OF SHREVE & CO., SAN FRANCISCO, CIRCA 1900","13¼ in. (33.1 cm.) diameter; 82 oz. (2,559 gr.) 	 (2)",,"estimate $3,000 - $5,000 ","price realized $5,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 55,AN AMERICAN SILVER-GILT DINNER SERVICE,"MARK OF SHREVE & CO., SAN FRANCISCO, CIRCA 1910","The plates 11½ in. (28.8 cm.) diameter; the candlesticks 14½ in. (36.2 cm.) high; 792 oz. (24,640 gr.) weighable silver	 (94)",,"estimate $40,000 - $60,000 ","price realized $65,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 56,AN AMERICAN SILVER DINNER SERVICE,"MARK OF SHREVE & CO., SAN FRANCISCO, CIRCA 1910","The plates 11½ (28.8 cm.) diameter; 761 oz. 10 dwt. (23,692 gr.) weighable silver	 (45)",,"estimate $30,000 - $50,000 ","price realized $52,500"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 57,AN AMERICAN SILVER FLATWARE SERVICE,"MARK OF SHREVE & CO., SAN FRANCISCO, CIRCA 1937","191 oz. 10 dwt. (5,961 gr.) weighable silver 	 (173)",,"estimate $4,000 - $6,000 ","price realized $5,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 58,AN AMERICAN PARCEL-GILT SILVER THREE-PIECE DESSERT SERVING SET,"MARK OF GORHAM MFG. CO., PROVIDENCE, CIRCA 1865",The Gorham spoon 9½ in. (23.8 cm.) long; the Tucker spoon 9 in. (22.5 cm.) long; 6 oz. 10 dwt. (202 gr.)	 (4),,"estimate $800 - $1,200 ","price realized $1,875"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 59,AN AMERICAN SILVER DINNER SERVICE,"MARK OF SHREVE & CO., SAN FRANCISCO, CIRCA 1937","The centerpiece bowl 18½ in. long (46.3 cm.); the candlesticks 13¼ in. (33.1 cm.) high; 785 oz. 10 dwt. (24,432 gr.) weighable silver	 (80)",,"estimate $30,000 - $50,000 ","price realized $35,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 75,A PAIR OF FRENCH ORMOLU-MOUNTED CONTINENTAL FAYENCE JAPANNED VASES,SECOND HALF OF THE 19TH CENTURY,"23 in. (58.5 cm.) high, 17 in. (43 cm.) wide, 13½ in. (34.5 cm.) deep 	 (2)",,"estimate $4,000 - $6,000 ","price realized $6,875"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 76,A PAIR OF PAINTED AND PARCEL-GILT BANQUETTES,20TH CENTURY,"19½ in. (49.5 cm.) high, 72¾ in. (185 cm.) wide, 16¾ in. (42.5 cm.) deep 	 (2)",,"estimate $5,000 - $8,000 ","price realized $12,500"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 77,A FINE AND RARE CHINESE BROWN AND POLYCHROME COROMANDEL LACQUER TWELVE-PANEL...,"KANGXI PERIOD (1662-1722), INSCRIBED 20TH YEAR OF THE KANGXI REIGN (1681)","107 in. (269.2 cm.) high, 228 in. (579.1 cm.) long ",,"estimate $200,000 - $300,000 ","price realized $173,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 78,A PAIR OF NORTH ITALIAN BLUE-PAINTED AND PARCEL-GILT TABOURETS,"ONE EARLY 18TH CENTURY, ONE 20TH CENTURY","24½ in. (62.5 cm.) high, 23 in. (58.5 cm.) wide, 17½ in. (44.5 cm.) deep 	 (2)",,"estimate $8,000 - $12,000 ","price realized $11,875"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 79,A TRAVERTINE MARBLE CENTER TABLE,"SUPPLIED BY MICHAEL TAYLOR, 20TH CENTURY","29 in. (73.5 cm.) high, 48½ in. (123 cm.) diameter ",,"estimate $3,000 - $5,000 ","price realized $4,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 81,A LARGE AND A SMALLER PAIR OF CHINESE EXPORT PORCELAIN YELLOW GLAZED ROOSTERS,20TH CENTURY,The larger pair 15¾ in. (40 cm.) high 	 (6),,"estimate $1,000 - $1,500 ","price realized $1,625"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 82,A GROUP OF CHINESE POTTERY TRIPOD BOXES WITH MOUNTAIN-FORM COVERS,HAN DYANSTY (206 BC-AD 220),The largest 9¼ in. (23.5 cm.) diameter 	 (9),,"estimate $4,000 - $6,000 ","price realized $5,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 83,A PAIR OF CHINESE YELLOW GLASS VASES,19TH CENTURY,The vases 9 in. (22.8 cm.) high 	 (4),,"estimate $3,000 - $5,000 ","price realized $6,875"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 84,A PAIR OF CHINESE MARBLE GARDEN STOOLS,20TH CENTURY,12¼ in. (31 cm.) high 	 (2),,"estimate $2,000 - $3,000 ","price realized $6,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 85,A TUFTED UPHOLSTERED OTTOMAN,"SUPPLIED BY MICHAEL TAYLOR, 20TH CENTURY","18½ in. (47 cm.) high, 52 in. (132 cm.) wide, 36½ in. (93 cm.) deep ",,"estimate $1,000 - $1,500 ","price realized $6,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 86,A ROMAN MARBLE COLUMN CAPITAL,CIRCA 2ND-3RD CENTURY A.D.,25½ in. (64.8 cm.) wide ,,"estimate $8,000 - $12,000 ","price realized $81,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 88,A PAIR OF MARBLE COLUMN CAPITALS,ITALIAN,"20 in. (51 cm.) high, 14½ in. (37 cm.) wide, 14½ in. (37 cm.) deep, the slightly larger 	 (2)",,"estimate $8,000 - $12,000 ","price realized $17,500"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 91,A CHINESE HARDSTONE BOUQUET GILT METAL FLOWER BASKET STAND,LATE 19TH/20TH CENTURY,26 in. (66 cm.) high 	 (8),,"estimate $2,000 - $3,000 ","price realized $5,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 92,A GROUP OF FOUR COMPOSITION AND LIMESTONE FEMALE FIGURES REPRESENTING THE FOUR...,"FRENCH, LATE 19TH/EARLY 20TH CENTURY","105 in. (267 cm.) high, the highest 	 (4)",,"estimate $30,000 - $50,000 ","price realized $37,500"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 109,A PAIR OF GEORGE III GILTWOOD WALL BRACKETS WITH ASSOCIATED TWO-LIGHT FIXTURES,"CIRCA 1760, THE FIXTURES PROBABLY EARLY 19TH CENTURY",22 in. (56 cm.) high 	 (2),,"estimate $5,000 - $8,000 ","price realized $8,125"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 110,A QUEEN ANNE BLACK AND GILT-JAPANNED MIRROR,EARLY 18TH CENTURY,"65 in. (165 cm.) high, 30½ in. (77.5 cm.) wide ",,"estimate $8,000 - $12,000 ","price realized $15,000"
